section,cluster,id,address,longitude_x,latitude_y,assignment,datebegin,city,state,dateend
S,393,S-100393,2529 ANNIN ST,-75.18604228003829,39.9389956692854,Green,4/15/2013,Philadelphia,PA,4/15/2015
NNW,101,NNW-0800101,2527 W ARIZONA ST,-75.17421341949129,39.9914932099459,Green,4/19/2013,Philadelphia,PA,4/15/2015
S,393,S-100393,2527 ANNIN ST,-75.1859966306391,39.9389901857906,Green,4/15/2013,Philadelphia,PA,4/15/2015
NNW,155,NNW-1400155,2526 N STANLEY ST,-75.1819053520726,39.9949271392767,Green,4/19/2013,Philadelphia,PA,4/15/2015
S,393,S-100393,2525 ANNIN ST,-75.185951025939,39.9389843660187,Green,4/15/2013,Philadelphia,PA,4/15/2015
NNW,155,NNW-1400155,2524 N STANLEY ST,-75.1819135245064,39.9948889653647,Green,4/19/2013,Philadelphia,PA,4/15/2015
S,393,S-100393,2523 ANNIN ST,-75.185905331442,39.9389791884454,Green,4/15/2013,Philadelphia,PA,4/15/2015
NNE,82,NNE-100082,2522 N 09TH ST,-75.1469187748678,39.9903073447431,Placebo/mow,4/16/2013,Philadelphia,PA,4/15/2015
S,393,S-100393,2521 ANNIN ST,-75.1858600426918,39.9389730040579,Green,4/15/2013,Philadelphia,PA,4/15/2015
NNE,82,NNE-100082,2520 N 09TH ST,-75.1469069157622,39.9902662007711,Placebo/mow,4/16/2013,Philadelphia,PA,4/15/2015
S,393,S-100393,2519 ANNIN ST,-75.1858149056022,39.9389670792132,Green,4/15/2013,Philadelphia,PA,4/15/2015
NNE,82,NNE-100082,2518 N 09TH ST,-75.1468964814683,39.9902236637871,Placebo/mow,4/16/2013,Philadelphia,PA,4/15/2015
NNW,155,NNW-1400155,2516 N STANLEY ST,-75.1819473593505,39.9947351598327,Green,4/19/2013,Philadelphia,PA,4/15/2015
NNE,82,NNE-100082,2516 N 09TH ST,-75.1468838516562,39.9901806432454,Placebo/mow,4/16/2013,Philadelphia,PA,4/15/2015
S,393,S-100393,2515 ANNIN ST,-75.1857237368839,39.9389554595132,Green,4/15/2013,Philadelphia,PA,4/15/2015
NNE,422,NNE-010422,2450 N CLARION ST,-75.1537200613249,39.9902057270862,No Tx,4/16/2013,Philadelphia,PA,4/15/2015
NNE,422,NNE-010422,2448 N CLARION ST,-75.15372861800449,39.9901682318351,No Tx,4/16/2013,Philadelphia,PA,4/15/2015
NNE,422,NNE-010422,2447 N CLARION ST,-75.1535016048642,39.9900981818931,No Tx,4/16/2013,Philadelphia,PA,4/15/2015
NNE,422,NNE-010422,2446 N CLARION ST,-75.15373652835279,39.9901319979016,No Tx,4/16/2013,Philadelphia,PA,4/15/2015
NNE,422,NNE-010422,2444 N CLARION ST,-75.1537438705185,39.9900971530137,No Tx,4/16/2013,Philadelphia,PA,4/15/2015
NNW,155,NNW-1400155,2442 N CORLIES ST,-75.1817230734358,39.9936519662551,Green,4/19/2013,Philadelphia,PA,4/15/2015
NNE,422,NNE-010422,2439 N CLARION ST,-75.153533851822,39.9899477295005,No Tx,4/16/2013,Philadelphia,PA,4/15/2015
NNE,422,NNE-010422,2435 N CLARION ST,-75.15355090155209,39.989872172527,No Tx,4/16/2013,Philadelphia,PA,4/15/2015
NNE,422,NNE-010422,2433 N CLARION ST,-75.153559031565,39.9898342939589,No Tx,4/16/2013,Philadelphia,PA,4/15/2015
S,1858,S-191858,2411 WHARTON ST,-75.18428971769841,39.9364656355945,Green,4/15/2013,Philadelphia,PA,4/15/2015
S,1858,S-191858,2409 WHARTON ST,-75.1842343206509,39.9364537524013,Green,4/15/2013,Philadelphia,PA,4/15/2015
NNW,598,NNW-160598,2408 W SERGEANT ST,-75.1715806556808,39.993795468963,Placebo/mow,4/19/2013,Philadelphia,PA,4/15/2015
S,1858,S-191858,2407 WHARTON ST,-75.1841765750258,39.9364467993202,Green,4/15/2013,Philadelphia,PA,4/15/2015
S,1858,S-191858,2403 WHARTON ST,-75.184064593016,39.9364315462479,Green,4/15/2013,Philadelphia,PA,4/15/2015
S,1858,S-191858,2401 WHARTON ST,-75.18400829190431,39.9364240406085,Green,4/15/2013,Philadelphia,PA,4/15/2015
NNW,738,NNW-2700738,2401 N CLEVELAND ST,-75.1623317482359,39.9903263567322,No Tx,4/19/2013,Philadelphia,PA,4/15/2015
NNW,162,NNW-1500162,2401-05 W SEDGLEY AVE,-75.1724520458076,39.9906407893034,Placebo/mow,4/18/2013,Philadelphia,PA,4/15/2015
NNW,598,NNW-160598,2400 W SERGEANT ST,-75.1713759732929,39.9937683756886,Placebo/mow,4/19/2013,Philadelphia,PA,4/15/2015
NNW,738,NNW-2700738,2400 N CLEVELAND ST,-75.16261383775981,39.9903641318509,No Tx,4/19/2013,Philadelphia,PA,4/15/2015
NNW,738,NNW-2700738,2367 N CLEVELAND ST,-75.1624000492556,39.9901148196373,No Tx,4/19/2013,Philadelphia,PA,4/15/2015
NNW,738,NNW-2700738,2366 N CLEVELAND ST,-75.1626709297836,39.9901502642935,No Tx,4/19/2013,Philadelphia,PA,4/15/2015
S,796,S-140796,2351 GERRITT ST,-75.1839934512048,39.9346793924488,Placebo/mow,4/16/2013,Philadelphia,PA,4/15/2015
NNW,738,NNW-2700738,2350 N 18TH ST,-75.1622289692078,39.989868640201,No Tx,4/19/2013,Philadelphia,PA,4/15/2015
NNE,544,NNE-220544,2348 N PARK AVE,-75.1545833031292,39.9889335309182,No Tx,4/17/2013,Philadelphia,PA,4/15/2015
NNW,738,NNW-2700738,2348 N 18TH ST,-75.1622383166508,39.9898271522718,No Tx,4/19/2013,Philadelphia,PA,4/15/2015
NNW,302,NNW-2200302,2347 N 20TH ST,-75.16498224053851,39.9901086939775,Green,4/18/2013,Philadelphia,PA,4/15/2015
NNW,738,NNW-2700738,2346 N 18TH ST,-75.1622470330678,39.9897862883756,No Tx,4/19/2013,Philadelphia,PA,4/15/2015
NNW,162,NNW-1500162,2345 N 24TH ST,-75.1716374592058,39.9911907135598,Placebo/mow,4/18/2013,Philadelphia,PA,4/15/2015
NNW,302,NNW-2200302,2345 N 20TH ST,-75.1649910109583,39.9900676920903,Green,4/18/2013,Philadelphia,PA,4/15/2015
S,796,S-140796,2343 GERRITT ST,-75.1837949689323,39.9346540637805,Placebo/mow,4/16/2013,Philadelphia,PA,4/15/2015
NNW,70,NNW-0500070,2342 W MONTGOMERY AVE,-75.1735085705042,39.982115921005,No Tx,4/18/2013,Philadelphia,PA,4/15/2015
NNE,544,NNE-220544,2340 N PARK AVE,-75.15462312002229,39.9887500675746,No Tx,4/17/2013,Philadelphia,PA,4/15/2015
NNW,302,NNW-2200302,2339 N 20TH ST,-75.165013816486,39.9899456435504,Green,4/18/2013,Philadelphia,PA,4/15/2015
NNW,302,NNW-2200302,2337 N 20TH ST,-75.1650234265966,39.9899041230254,Green,4/18/2013,Philadelphia,PA,4/15/2015
NNW,302,NNW-2200302,2335 N 20TH ST,-75.1650356650119,39.9898629513855,Green,4/18/2013,Philadelphia,PA,4/15/2015
NNW,302,NNW-2200302,2333 N 20TH ST,-75.16504448095191,39.9898217720542,Green,4/18/2013,Philadelphia,PA,4/15/2015
NNW,162,NNW-1500162,2331 W SEDGLEY AVE,-75.1715364388311,39.9910869664371,Placebo/mow,4/18/2013,Philadelphia,PA,4/15/2015
NNW,162,NNW-1500162,2329 W SEDGLEY AVE,-75.1715117925239,39.99113164662,Placebo/mow,4/18/2013,Philadelphia,PA,4/15/2015
S,796,S-140796,2329 GERRITT ST,-75.1834493438387,39.9346083786225,Placebo/mow,4/16/2013,Philadelphia,PA,4/15/2015
NNW,57,NNW-040057,2328 SHARSWOOD ST,-75.1742625209274,39.9770479345592,Placebo/mow,4/18/2013,Philadelphia,PA,4/15/2015
NNW,162,NNW-1500162,2327 W SEDGLEY AVE,-75.17146813021,39.991145795488,Placebo/mow,4/18/2013,Philadelphia,PA,4/15/2015
NNW,57,NNW-040057,2326 SHARSWOOD ST,-75.174212301781,39.9770414072883,Placebo/mow,4/18/2013,Philadelphia,PA,4/15/2015
NNW,282,NNW-2000282,2326 N BEECHWOOD ST,-75.16832122274501,39.9900766211812,Placebo/mow,4/19/2013,Philadelphia,PA,4/15/2015
NNE,544,NNE-220544,2325 N PARK AVE,-75.1541442514945,39.9883113363933,No Tx,4/17/2013,Philadelphia,PA,4/15/2015
NNW,598,NNW-160598,2323-25 W SERGEANT ST,-75.17047943764589,39.9939219812201,Placebo/mow,4/18/2013,Philadelphia,PA,4/15/2015
NNW,162,NNW-1500162,2323-25 W SEDGLEY AVE,-75.1713934905648,39.9911553720145,Placebo/mow,4/18/2013,Philadelphia,PA,4/15/2015
NNW,57,NNW-040057,2322 SHARSWOOD ST,-75.17411128146711,39.9770286086624,Placebo/mow,4/18/2013,Philadelphia,PA,4/15/2015
NNW,282,NNW-2000282,2320 N BEECHWOOD ST,-75.1683465652288,39.9899591815798,Placebo/mow,4/19/2013,Philadelphia,PA,4/15/2015
S,3592,S-253592,2318 TASKER ST,-75.1836924183078,39.9323048595167,Placebo/mow,4/17/2013,Philadelphia,PA,4/15/2015
NNW,112,NNW-1000112,2315 W SOMERSET ST,-75.16943115082699,39.9977125979288,Green,4/18/2013,Philadelphia,PA,4/15/2015
NNW,57,NNW-040057,2315 SHARSWOOD ST,-75.1738653573033,39.9772435178183,Placebo/mow,4/18/2013,Philadelphia,PA,4/15/2015
S,796,S-140796,2314 GERRITT ST,-75.1831520948507,39.9343468827276,Placebo/mow,4/16/2013,Philadelphia,PA,4/15/2015
NNW,57,NNW-040057,2313 SHARSWOOD ST,-75.1738176549092,39.9772374393142,Placebo/mow,4/18/2013,Philadelphia,PA,4/15/2015
S,796,S-140796,2312 GERRITT ST,-75.18310246446011,39.9343394898051,Placebo/mow,4/16/2013,Philadelphia,PA,4/15/2015
NNW,57,NNW-040057,2311 SHARSWOOD ST,-75.173769533,39.9772314421009,Placebo/mow,4/18/2013,Philadelphia,PA,4/15/2015
NNW,282,NNW-2000282,2310 N 21ST ST,-75.16744008839549,39.9896761791947,Placebo/mow,4/19/2013,Philadelphia,PA,4/15/2015
S,796,S-140796,2310 GERRITT ST,-75.18305382928079,39.9343335967936,Placebo/mow,4/16/2013,Philadelphia,PA,4/15/2015
NNW,57,NNW-040057,2309 SHARSWOOD ST,-75.1737224828375,39.9772252552004,Placebo/mow,4/18/2013,Philadelphia,PA,4/15/2015
NNE,544,NNE-220544,2309 N PARK AVE,-75.15422630907049,39.987941051908,No Tx,4/17/2013,Philadelphia,PA,4/15/2015
S,796,S-140796,2309 GERRITT ST,-75.1829568957866,39.934544488181,Placebo/mow,4/16/2013,Philadelphia,PA,4/15/2015
NNW,282,NNW-2000282,2308 N 21ST ST,-75.1674478339022,39.9896348056795,Placebo/mow,4/19/2013,Philadelphia,PA,4/15/2015
S,796,S-140796,2308 GERRITT ST,-75.1830054317406,39.9343269944258,Placebo/mow,4/16/2013,Philadelphia,PA,4/15/2015
S,3183,S-243183,2224 SEARS ST,-75.18147239208039,39.9353822823387,Green,4/15/2013,Philadelphia,PA,4/15/2015
S,3183,S-243183,2223 LATONA ST,-75.18116000129309,39.9367462416047,Green,4/15/2013,Philadelphia,PA,4/15/2015
S,3183,S-243183,2221 LATONA ST,-75.18111067731139,39.9367394950529,Green,4/15/2013,Philadelphia,PA,4/15/2015
S,3183,S-243183,2220 SEARS ST,-75.18137364054721,39.9353684337685,Green,4/15/2013,Philadelphia,PA,4/15/2015
NNE,48,NNE-070048,2159 N ORIANNA ST,-75.13949413562941,39.9836273414543,No Tx,4/16/2013,Philadelphia,PA,4/15/2015
NNE,48,NNE-070048,2157 N ORIANNA ST,-75.13950096510349,39.9835941349213,No Tx,4/16/2013,Philadelphia,PA,4/15/2015
NNE,494,NNE-170494,2156 E STELLA ST,-75.11409366862409,39.988632872058,Placebo/mow,4/17/2013,Philadelphia,PA,4/15/2015
NNE,48,NNE-070048,2155 N ORIANNA ST,-75.1395070013845,39.983561762476,No Tx,4/16/2013,Philadelphia,PA,4/15/2015
NNE,494,NNE-170494,2154 E STELLA ST,-75.11411718526701,39.9886670997671,Placebo/mow,4/17/2013,Philadelphia,PA,4/15/2015
NNE,48,NNE-070048,2153 N ORIANNA ST,-75.13951402320851,39.9835293337572,No Tx,4/16/2013,Philadelphia,PA,4/15/2015
NNE,50,NNE-080050,2152-58 N MARSHALL ST,-75.14496916024839,39.9844276176881,Green,4/18/2013,Philadelphia,PA,4/15/2015
NNE,48,NNE-070048,2151 N ORIANNA ST,-75.1395212739462,39.9834963970541,No Tx,4/16/2013,Philadelphia,PA,4/15/2015
NNE,494,NNE-170494,2150 E STELLA ST,-75.1141654312143,39.988734572741,Placebo/mow,4/17/2013,Philadelphia,PA,4/15/2015
NNE,48,NNE-070048,2149 N ORIANNA ST,-75.1395285436531,39.9834634814308,No Tx,4/16/2013,Philadelphia,PA,4/15/2015
NNE,48,NNE-070048,2147 N ORIANNA ST,-75.13953497579971,39.9834307420322,No Tx,4/16/2013,Philadelphia,PA,4/15/2015
NNE,48,NNE-070048,2145 N ORIANNA ST,-75.1395430399437,39.9833980122056,No Tx,4/16/2013,Philadelphia,PA,4/15/2015
NNE,494,NNE-170494,2145 BELLMORE ST,-75.11425482130601,39.9885758869648,Placebo/mow,4/17/2013,Philadelphia,PA,4/15/2015
NNW,282,NNW-2000282,2144-46 W GLENWOOD AVE,-75.16839533419569,39.9905464543069,Placebo/mow,4/19/2013,Philadelphia,PA,4/15/2015
NNE,494,NNE-170494,2143 BELLMORE ST,-75.1142790630693,39.9886091289834,Placebo/mow,4/17/2013,Philadelphia,PA,4/15/2015
NNW,615,NNW-1700615,2142 CECIL B MOORE AVE,-75.1707465845047,39.9801508282747,No Tx,4/19/2013,Philadelphia,PA,4/15/2015
NNE,494,NNE-170494,2141 BELLMORE ST,-75.1143027295537,39.9886421767683,Placebo/mow,4/17/2013,Philadelphia,PA,4/15/2015
NNW,615,NNW-1700615,2140 CECIL B MOORE AVE,-75.17068488241701,39.9801464086251,No Tx,4/19/2013,Philadelphia,PA,4/15/2015
NNE,494,NNE-170494,2139 BELLMORE ST,-75.11432780313631,39.9886764204799,Placebo/mow,4/17/2013,Philadelphia,PA,4/15/2015
NNW,615,NNW-1700615,2138 CECIL B MOORE AVE,-75.1706258312861,39.9801326113585,No Tx,4/19/2013,Philadelphia,PA,4/15/2015
NNW,615,NNW-1700615,2136 CECIL B MOORE AVE,-75.1705719902219,39.9801137681779,No Tx,4/19/2013,Philadelphia,PA,4/15/2015
NNW,615,NNW-1700615,2134 CECIL B MOORE AVE,-75.17051356860701,39.9801054015905,No Tx,4/19/2013,Philadelphia,PA,4/15/2015
NNE,452,NNE-120452,2103 N FRANKLIN ST,-75.14621398627111,39.9834915301782,Green,4/18/2013,Philadelphia,PA,4/15/2015
S,2597,S-232597,2103 CROSS ST,-75.1798859374844,39.9325249692049,Green,4/15/2013,Philadelphia,PA,4/15/2015
S,2597,S-232597,2102 CROSS ST,-75.17992599999999,39.932309,Green,4/15/2013,Philadelphia,PA,4/15/2015
NNE,158,NNE-200158,2102-04 N 05TH ST,-75.142389234436,39.9831291171504,No Tx,4/17/2013,Philadelphia,PA,4/15/2015
NNE,452,NNE-120452,2101 N FRANKLIN ST,-75.1462230794092,39.9834484171581,Green,4/18/2013,Philadelphia,PA,4/15/2015
NNE,35,NNE-060035,2060 E AUBURN ST,-75.11844106457001,39.9883477323416,No Tx,4/16/2013,Philadelphia,PA,4/15/2015
NNW,731,NNW-2400731,2058 N VAN PELT ST,-75.1690532842412,39.9861185918257,Placebo/mow,4/19/2013,Philadelphia,PA,4/15/2015
NNW,731,NNW-2400731,2056 N VAN PELT ST,-75.1690681851632,39.9860428254146,Placebo/mow,4/19/2013,Philadelphia,PA,4/15/2015
NNW,423,NNW-2500423,2054 MASTER ST,-75.17013327415501,39.9757868638043,Placebo/mow,4/19/2013,Philadelphia,PA,4/15/2015
NNE,35,NNE-060035,2054 E AUBURN ST,-75.1185182751116,39.988442930222,No Tx,4/16/2013,Philadelphia,PA,4/15/2015
NNW,423,NNW-2500423,2052 MASTER ST,-75.1700770322996,39.9757790554614,Placebo/mow,4/19/2013,Philadelphia,PA,4/15/2015
NNE,35,NNE-060035,2052 E AUBURN ST,-75.1185451798743,39.9884752267391,No Tx,4/16/2013,Philadelphia,PA,4/15/2015
NNW,423,NNW-2500423,2050 MASTER ST,-75.1700228362059,39.9757719891131,Placebo/mow,4/19/2013,Philadelphia,PA,4/15/2015
NNE,35,NNE-060035,2050 E AUBURN ST,-75.1185721132385,39.988503743778,No Tx,4/16/2013,Philadelphia,PA,4/15/2015
NNW,423,NNW-2500423,2048 MASTER ST,-75.16996574516899,39.9757721516419,Placebo/mow,4/19/2013,Philadelphia,PA,4/15/2015
NNE,35,NNE-060035,2048 E AUBURN ST,-75.1185997952805,39.9885353944751,No Tx,4/16/2013,Philadelphia,PA,4/15/2015
NNE,452,NNE-120452,2039 N 08TH ST,-75.1470467478848,39.9828419099294,Green,4/17/2013,Philadelphia,PA,4/15/2015
NNW,7,NNW-010007,2037 W OXFORD ST,-75.16881647180939,39.9788148631119,Green,4/17/2013,Philadelphia,PA,4/15/2015
S,366,S-090366,2035 REED ST,-75.1786193405611,39.9344596774136,Placebo/mow,4/16/2013,Philadelphia,PA,4/15/2015
NNE,452,NNE-120452,2034 N Darien,-75.14789442846759,39.9829136232151,Green,4/17/2013,Philadelphia,PA,4/15/2015
S,366,S-090366,2033 REED ST,-75.17856147876449,39.9344524444029,Placebo/mow,4/16/2013,Philadelphia,PA,4/15/2015
NNE,452,NNE-120452,2032 N DARIEN ST,-75.1479028844989,39.9828769472487,Green,4/17/2013,Philadelphia,PA,4/15/2015
NNE,452,NNE-120452,2027 N 08TH ST,-75.14710261050099,39.9825898066624,Green,4/17/2013,Philadelphia,PA,4/15/2015
NNW,7,NNW-010007,2026 TURNER ST,-75.1686306280295,39.9789752359523,Green,4/17/2013,Philadelphia,PA,4/15/2015
NNW,7,NNW-010007,2024 TURNER ST,-75.1685802400437,39.9789684662666,Green,4/17/2013,Philadelphia,PA,4/15/2015
S,2399,S-212399,2023 OAKFORD ST,-75.1781284982621,39.9367886921806,Green,4/15/2013,Philadelphia,PA,4/15/2015
NNW,7,NNW-010007,2022 TURNER ST,-75.1685304293848,39.9789618623811,Green,4/17/2013,Philadelphia,PA,4/15/2015
S,2399,S-212399,2021 OAKFORD ST,-75.1780795318347,39.9367820385896,Green,4/15/2013,Philadelphia,PA,4/15/2015
S,2399,S-212399,2019 OAKFORD ST,-75.1780310897319,39.936776262379,Green,4/15/2013,Philadelphia,PA,4/15/2015
S,2399,S-212399,2017 OAKFORD ST,-75.1779823477474,39.936769358199,Green,4/15/2013,Philadelphia,PA,4/15/2015
NNW,731,NNW-2400731,2017 N VAN PELT ST,-75.16876074234931,39.9853727965619,Placebo/mow,4/19/2013,Philadelphia,PA,4/15/2015
W,855,W-280855,1944 S 65TH ST,-75.23737332947159,39.9278533109955,Green,6/4/2013,Philadelphia,PA,4/15/2015
W,855,W-280855,1942 S 65TH ST,-75.2374137195953,39.9278881883079,Green,6/4/2013,Philadelphia,PA,4/15/2015
W,855,W-280855,1940 S 65TH ST,-75.23745356724029,39.9279200607209,Green,6/4/2013,Philadelphia,PA,4/15/2015
W,855,W-280855,1938 S 65TH ST,-75.2374904965299,39.9279527181771,Green,6/4/2013,Philadelphia,PA,4/15/2015
W,855,W-280855,1936 S 65TH ST,-75.2375303413391,39.9279853074518,Green,6/4/2013,Philadelphia,PA,4/15/2015
NNE,11,NNE-030011,1924 E YORK ST,-75.1308432636098,39.9847269910077,Green,4/19/2013,Philadelphia,PA,4/15/2015
NNE,11,NNE-030011,1922 E YORK ST,-75.1308721691769,39.9847598805932,Green,4/19/2013,Philadelphia,PA,4/15/2015
NNE,11,NNE-030011,1920 E YORK ST,-75.13090170250921,39.9847931294193,Green,4/19/2013,Philadelphia,PA,4/15/2015
S,18621,S-0518621,1915 S 05TH ST,-75.15445220123431,39.9243761857529,Placebo/mow,4/16/2013,Philadelphia,PA,4/15/2015
S,18621,S-0518621,1913 S 05TH ST,-75.15440652555451,39.9245167823025,Placebo/mow,4/16/2013,Philadelphia,PA,4/15/2015
NNW,135,NNW-1300135,1911 N 23RD ST,-75.1715514057868,39.9839060799296,No Tx,4/18/2013,Philadelphia,PA,4/15/2015
NNW,135,NNW-1300135,1906R N CROSKEY ST,-75.17128392466149,39.9837692007595,No Tx,4/18/2013,Philadelphia,PA,4/15/2015
NNW,135,NNW-1300135,1900 N 23RD ST,-75.17207142861039,39.9837228330021,No Tx,4/18/2013,Philadelphia,PA,4/15/2015
NNW,135,NNW-1300135,1869 JUDSON ST,-75.17229448990039,39.9835766271609,No Tx,4/18/2013,Philadelphia,PA,4/15/2015
NNW,135,NNW-1300135,1867 JUDSON ST,-75.17230396666,39.983533869005,No Tx,4/18/2013,Philadelphia,PA,4/15/2015
NNW,669,NNW-2300669,1845 N 19TH ST,-75.1648568713309,39.9823667352908,Placebo/mow,4/19/2013,Philadelphia,PA,4/15/2015
S,18621,S-0518621,1827 S 05TH ST,-75.1542463297035,39.9251786317215,Placebo/mow,4/16/2013,Philadelphia,PA,4/15/2015
NNE,89,NNE-110089,180 MASTER ST,-75.138318571623,39.9722124412384,No Tx,4/15/2013,Philadelphia,PA,4/15/2015
NNW,70,NNW-0500070,1735 N 24TH ST,-75.17354900700199,39.9819375675808,No Tx,4/18/2013,Philadelphia,PA,4/15/2015
NNW,70,NNW-0500070,1733 N 24TH ST,-75.1735853655002,39.9818985635472,No Tx,4/18/2013,Philadelphia,PA,4/15/2015
S,2437,S-222437,1723 LATONA ST,-75.1728948178876,39.9358334919217,Placebo/mow,4/17/2013,Philadelphia,PA,4/15/2015
S,2437,S-222437,1719 LATONA ST,-75.1727859531351,39.9358202126279,Placebo/mow,4/16/2013,Philadelphia,PA,4/15/2015
S,2437,S-222437,1716 LATONA ST,-75.1730170884956,39.9356090115499,Placebo/mow,4/16/2013,Philadelphia,PA,4/15/2015
NNW,575,NNW-030575,1711 N 17TH ST,-75.16230189769909,39.9798751302281,Green,4/17/2013,Philadelphia,PA,4/15/2015
NNW,575,NNW-030575,1709 N 17TH ST,-75.1623130788178,39.9798267472473,Green,4/17/2013,Philadelphia,PA,4/15/2015
S,3592,S-253592,1703 S RINGGOLD ST,-75.18539034055669,39.9312977987849,Placebo/mow,4/17/2013,Philadelphia,PA,4/15/2015
S,3592,S-253592,1701 S RINGGOLD ST,-75.1853810625876,39.9313387950268,Placebo/mow,4/17/2013,Philadelphia,PA,4/15/2015
NNW,575,NNW-030575,1701-03 N 17TH ST,-75.162346556508,39.9796686069924,Green,4/17/2013,Philadelphia,PA,4/15/2015
W,642,W-130642,1679 N 56TH ST,-75.233693724891,39.9782840989155,No Tx,4/20/2013,Philadelphia,PA,4/15/2015
W,642,W-130642,1662 N 55TH ST,-75.2324896899069,39.9785996878512,No Tx,4/20/2013,Philadelphia,PA,4/15/2015
S,75,S-030075,1655 S TANEY ST,-75.18924821733771,39.9320058619882,Green,4/15/2013,Philadelphia,PA,4/15/2015
S,3592,S-253592,1655 S RINGGOLD ST,-75.18537418538421,39.9315150649991,Placebo/mow,4/17/2013,Philadelphia,PA,4/15/2015
S,75,S-030075,1654 S BAILEY ST,-75.18907563035251,39.9319841665992,Green,4/15/2013,Philadelphia,PA,4/15/2015
S,75,S-030075,1653 S TANEY ST,-75.1892395242828,39.9320467096169,Green,4/15/2013,Philadelphia,PA,4/15/2015
S,75,S-030075,1648 S BAILEY ST,-75.1890416844921,39.9321386269061,Green,4/15/2013,Philadelphia,PA,4/15/2015
NNW,517,NNW-020517,1629 W OXFORD ST,-75.1627168445408,39.9780558114527,Placebo/mow,4/17/2013,Philadelphia,PA,4/15/2015
S,75,S-030075,1629 S TANEY ST,-75.18914070121509,39.9325074040875,Green,4/15/2013,Philadelphia,PA,4/15/2015
S,75,S-030075,1628 S BAILEY ST,-75.1889675175016,39.9324859732032,Green,4/15/2013,Philadelphia,PA,4/15/2015
NNW,517,NNW-020517,1627 W OXFORD ST,-75.1626495685627,39.9780466188068,Placebo/mow,4/17/2013,Philadelphia,PA,4/15/2015
NNW,517,NNW-020517,1625 W OXFORD ST,-75.162582556375,39.9780380441193,Placebo/mow,4/17/2013,Philadelphia,PA,4/15/2015
NNW,517,NNW-020517,1623 W OXFORD ST,-75.16251608015121,39.9780288279254,Placebo/mow,4/17/2013,Philadelphia,PA,4/15/2015
S,75,S-030075,1618 S TANEY ST,-75.18937885128641,39.9327132820461,Green,4/15/2013,Philadelphia,PA,4/15/2015
S,3592,S-253592,1613 S 24TH ST,-75.1845586170016,39.9322184734166,Placebo/mow,4/17/2013,Philadelphia,PA,4/15/2015
NNW,7,NNW-010007,1611 N 21ST ST,-75.16931712719941,39.9791229852743,Green,4/17/2013,Philadelphia,PA,4/15/2015
S,2597,S-232597,1556 S LAMBERT ST,-75.1794313874542,39.9320003535894,Green,4/15/2013,Philadelphia,PA,4/15/2015
S,2597,S-232597,1552 S LAMBERT ST,-75.1794185740419,39.9320740784932,Green,4/15/2013,Philadelphia,PA,4/15/2015
S,2597,S-232597,1550 S LAMBERT ST,-75.17940991930941,39.9321107425873,Green,4/15/2013,Philadelphia,PA,4/15/2015
S,2597,S-232597,1548 S LAMBERT ST,-75.1794021352943,39.9321474295091,Green,4/15/2013,Philadelphia,PA,4/15/2015
S,2597,S-232597,1546 S LAMBERT ST,-75.17939322530739,39.9321840762666,Green,4/15/2013,Philadelphia,PA,4/15/2015
S,1728,S-181728,1545 DORRANCE ST,-75.17558527969371,39.931674264465,Green,4/15/2013,Philadelphia,PA,4/15/2015
S,1728,S-181728,1543 DORRANCE ST,-75.1755770470658,39.9317119749299,Green,4/15/2013,Philadelphia,PA,4/15/2015
S,1728,S-181728,1541 DORRANCE ST,-75.17556755191249,39.9317518284126,Green,4/15/2013,Philadelphia,PA,4/15/2015
S,26394,S-1726394,1536 S BOUVIER ST,-75.17426490942979,39.9316515311619,No Tx,4/15/2013,Philadelphia,PA,4/15/2015
S,26394,S-1726394,1532 S BOUVIER ST,-75.1742477023982,39.9317272991894,No Tx,4/15/2013,Philadelphia,PA,4/15/2015
S,1728,S-181728,1531 DORRANCE ST,-75.1755260662011,39.9319442862611,Green,4/15/2013,Philadelphia,PA,4/15/2015
S,1728,S-181728,1529 DORRANCE ST,-75.1755167795454,39.9319823736547,Green,4/15/2013,Philadelphia,PA,4/15/2015
S,26394,S-1726394,1528 S BOUVIER ST,-75.17423191984621,39.9318026282062,No Tx,4/15/2013,Philadelphia,PA,4/15/2015
NNW,641,NNW-2100641,1521 SEYBERT ST,-75.16133964529919,39.9740534212773,Green,4/17/2013,Philadelphia,PA,4/15/2015
NNW,641,NNW-2100641,1520 INGERSOLL ST,-75.1612124971588,39.9741591764794,Green,4/17/2013,Philadelphia,PA,4/15/2015
NNW,641,NNW-2100641,1519 Seybert St,-75.1612908556184,39.9740439669055,Green,4/17/2013,Philadelphia,PA,4/15/2015
NNW,641,NNW-2100641,1517 SEYBERT ST,-75.16123925752289,39.9740367012721,Green,4/17/2013,Philadelphia,PA,4/15/2015
NNW,641,NNW-2100641,1515 SEYBERT ST,-75.1611860192418,39.9740298851952,Green,4/17/2013,Philadelphia,PA,4/15/2015
S,4201,S-274201,1515 S 06TH ST,-75.1549170351587,39.9294550730537,No Tx,4/17/2013,Philadelphia,PA,4/15/2015
NNW,641,NNW-2100641,1513 SEYBERT ST,-75.1611356204014,39.9740237506707,Green,4/17/2013,Philadelphia,PA,4/15/2015
S,1728,S-181728,1512 S CLEVELAND ST,-75.1752636918398,39.9322770487291,Green,4/15/2013,Philadelphia,PA,4/15/2015
